"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:28:31.1045896 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1046058 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1046329 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1046564 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1046745 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1046921 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 11 00 00 00 14 00 00 00"
"10:28:31.1047095 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1047427 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm","SUCCESS",""
"10:28:31.1047994 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1048139 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1048324 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msadpcm","BUFFER OVERFLOW","Length: 16"
"10:28:31.1048494 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msadpcm","SUCCESS","Type: REG_SZ, Length: 24, Data: msadp32.acm"
"10:28:31.1049424 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1067270 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1068787 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1069016 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1069201 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1069380 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 02 00 00 00 32 00 00 00"
"10:28:31.1069553 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1069885 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm","SUCCESS",""
"10:28:31.1070145 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1070296 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1070480 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msg711","BUFFER OVERFLOW","Length: 16"
"10:28:31.1070653 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msg711","SUCCESS","Type: REG_SZ, Length: 22, Data: msg711.acm"
"10:28:31.1072598 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1072737 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1073053 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1073279 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1073458 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"10:28:31.1073634 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 24, Data: 01 00 00 00 10 00 00 00 06 00 00 00 12 00 00 00"
"10:28:31.1073807 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1074137 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711","SUCCESS",""
"10:28:31.1074397 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1074534 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1074718 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msgsm610","BUFFER OVERFLOW","Length: 16"
"10:28:31.1074894 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msgsm610","SUCCESS","Type: REG_SZ, Length: 24, Data: msgsm32.acm"
"10:28:31.1075215 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1075394 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1075632 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1075852 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1076028 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1076207 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 31 00 00 00 14 00 00 00"
"10:28:31.1076380 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1076704 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610","SUCCESS",""
"10:28:31.1076961 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1077093 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1077272 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.trspch","BUFFER OVERFLOW","Length: 16"
"10:28:31.1077448 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.trspch","SUCCESS","Type: REG_SZ, Length: 26, Data: tssoft32.acm"
"10:28:31.1077892 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1078090 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1078328 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1078545 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1078721 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1078897 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 22 00 00 00 32 00 00 00"
"10:28:31.1079071 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1079392 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch","SUCCESS",""
"10:28:31.1079652 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1079791 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1079970 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msg723","BUFFER OVERFLOW","Length: 16"
"10:28:31.1080171 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msg723","SUCCESS","Type: REG_SZ, Length: 22, Data: msg723.acm"
"10:28:31.1080501 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1080691 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1080942 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1081163 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1081336 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1081512 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 42 00 00 00 1C 00 00 00"
"10:28:31.1081686 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1082007 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723","SUCCESS",""
"10:28:31.1082264 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1082398 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1082574 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msaudio1","BUFFER OVERFLOW","Length: 16"
"10:28:31.1082767 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.msaudio1","SUCCESS","Type: REG_SZ, Length: 24, Data: msaud32.acm"
"10:28:31.1083230 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1083356 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1083591 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1083809 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1083982 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"10:28:31.1084158 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 24, Data: 01 00 00 00 12 00 00 00 60 01 00 00 16 00 00 00"
"10:28:31.1084331 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1084652 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1","SUCCESS",""
"10:28:31.1084909 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1085041 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1085220 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.sl_anet","BUFFER OVERFLOW","Length: 16"
"10:28:31.1085409 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.sl_anet","SUCCESS","Type: REG_SZ, Length: 24, Data: sl_anet.acm"
"10:28:31.1085801 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1085932 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1086164 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1086387 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1086560 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1086739 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 30 01 00 00 16 00 00 00"
"10:28:31.1086912 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1087234 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet","SUCCESS",""
"10:28:31.1087491 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1087625 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1087804 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.iac2","BUFFER OVERFLOW","Length: 16"
"10:28:31.1087996 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.iac2","SUCCESS","Type: REG_SZ, Length: 64, Data: C:\WINDOWS\system32\iac25_32.ax"
"10:28:31.1089511 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1090108 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1090363 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1090592 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1090771 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1090947 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 02 04 00 00 14 00 00 00"
"10:28:31.1091120 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1091449 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.iac2","SUCCESS",""
"10:28:31.1091712 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1091849 PM","wmiprvse.exe","1088","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","BUFFER OVERFLOW","Query: Basic, Length: 24"
"10:28:31.1092033 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.l3acm","BUFFER OVERFLOW","Length: 16"
"10:28:31.1092293 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32\msacm.l3acm","SUCCESS","Type: REG_SZ, Length: 66, Data: C:\WINDOWS\system32\l3codeca.acm"
"10:28:31.1092631 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Drivers32","SUCCESS",""
"10:28:31.1092760 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\Software\Microsoft\AudioCompressionManager\DriverCache","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1093008 PM","wmiprvse.exe","1088","RegOpenKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1093232 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm\fdwSupport","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:28:31.1093405 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm\cFormatTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"10:28:31.1093581 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm\aFormatTagCache","SUCCESS","Type: REG_BINARY, Length: 16, Data: 01 00 00 00 10 00 00 00 55 00 00 00 1E 00 00 00"
"10:28:31.1093754 PM","wmiprvse.exe","1088","RegQueryValue","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm\cFilterTags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:28:31.1094075 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache\msacm.l3acm","SUCCESS",""
"10:28:31.1094330 PM","wmiprvse.exe","1088","RegCloseKey","HKLM\SOFTWARE\Microsoft\AudioCompressionManager\DriverCache","SUCCESS",""
"10:28:31.1094556 PM","wmiprvse.exe","1088","RegOpenKey","HKU\S-1-5-18","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1094810 PM","wmiprvse.exe","1088","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"10:28:31.1096182 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"10:28:31.1096321 PM","wmiprvse.exe","1088","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\MSACM","SUCCESS","Desired Access: Read/Write"
"10:28:31.1096626 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS",""
"10:28:31.1096746 PM","wmiprvse.exe","1088","RegQueryValue","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\MSACM\NoPCMConverter","NAME NOT FOUND","Length: 144"
"10:28:31.1097065 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\MSACM","SUCCESS",""
"10:28:31.1098031 PM","wmiprvse.exe","1088","RegOpenKey","HKU\S-1-5-18","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1098339 PM","wmiprvse.exe","1088","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"10:28:31.1098531 PM","wmiprvse.exe","1088","RegOpenKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"10:28:31.1098833 PM","wmiprvse.exe","1088","RegQueryValue","HKU\.DEFAULT\Control Panel\Desktop\MultiUILanguageId","NAME NOT FOUND","Length: 256"
"10:28:31.1099112 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT\Control Panel\Desktop","SUCCESS",""
"10:28:31.1099364 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"10:28:31.1099883 PM","wmiprvse.exe","1088","RegOpenKey","HKU\S-1-5-18","SUCCESS","Desired Access: Maximum Allowed"
"10:28:31.1100110 PM","wmiprvse.exe","1088","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS","Desired Access: Write"
"10:28:31.1100476 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"10:28:31.1100593 PM","wmiprvse.exe","1088","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\Priority v4.00","SUCCESS","Desired Access: Read/Write"
"10:28:31.1100987 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager","SUCCESS",""
"10:28:31.1101194 PM","wmiprvse.exe","1088","RegQueryValue","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\Priority v4.00\Priority1","NAME NOT FOUND","Length: 144"
"10:28:31.1101512 PM","wmiprvse.exe","1088","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\Multimedia\Audio Compression Manager\Priority v4.00","SUCCESS",""
